GCF	BGC Name	Organism	BGC Class	product	description
GCF54	BGC0001073	Micromonospora sp. TP-A0468	PKS.other	T2PKS.ectoine	Micromonospora sp. TP-A0468 response regulator, hypothetical protein, 2,3-rRing cyclase, nonribosomal peptide synthetase, peptidyl carrier protein, anthranilate phosphoribosyltransferase, alpha-tryptophan synthase, L-ectoine synthase, acyl-CoA dehydrogenase, phosphoribosylanthranilate isomerase, indoleglycerol phosphate synthase, transcriptional activator, dTDP-glucose synthase, dTDP-glucose 4,6-dehydratase, ketoreductase, aromatase, C-9 ketoreductase, monooxygenase, ketoacyl synthase alpha-subunit, chain length factor, acyl carrier protein, cyclase, monooxygenase, transcriptional regulator, ABC transporters, carboxylesterase, efflux protein, transporter, Cylase, 3,5-epimerase, glycosyl transferase associated protein, glycosyl transferase, 2,3-hexose dehydratase, pyruvate dehydrogenase alpha-subunit, pyruvate dehydrogenase beta-subunit, SNF2/RAD54 family helicase, hypothetical proteins, regulator, hypothetical proteins, regulator, dehydorgenase, sugar 3-ketoreductase, enoyl reductase, hydroxylase, Hydroxylase, Regulator, Resistance protein, Dioxygenase, FAD-dependent/BBE domain-containing oxidoreductase, methyltransferase, aminotransferase, carboxylyase, deformylase, regulators, reductase, AHBA kinase, and membrane protein genes, complete cds
GCF168	BGC0001443	Actinomadura atramentaria DSM 43919	NRPS.PKS	NRPS-like.T1PKS	Actinomadura atramentaria DSM 43919 strain SF2197 G339DRAFT_scaffold00017.17, whole genome shotgun sequence
GCF8	BGC0000811	Aspergillus fumigatus Af293	other	indole	Aspergillus fumigatus Af293 chromosome 2 afu1_92, whole genome shotgun sequence
GCF269	BGC0001862	Aeribacillus pallidus	RiPP	glycocin	Aeribacillus pallidus strain 8 NODE_62, whole genome shotgun sequence
GCF100	BGC0001062	Micromonospora echinospora subsp. challisensis	PKS	T1PKS.T2PKS	Micromonospora echinospora subsp. challisensis strain NRRL 12255 TLN-05220 gene cluster, complete sequence
GCF60	BGC0001472	Streptomyces bernensis	RiPP	azole-containing-RiPP	Streptomyces bernensis strain UC 5144 S12 ribosomal protein (S12), S7 ribosomal protein (S7), elongation factor G (EF-G), and elongation factor Tu (EF-Tu) genes, complete cds; berninamycin gene cluster, complete sequence; and LmbE family protein gene, partial cds
GCF65	BGC0002424	Saccharothrix sp.	NRPS	NRP-metallophore.NRPS	Saccharothrix sp. strain D09 saccharochelin biosynthetic gene cluster, complete sequence
GCF44	BGC0002860	Streptomyces sp. CL12-4	terpene	terpene	Streptomyces sp. CL12-4 11, whole genome shotgun sequence
GCF157	BGC0002271	Aspergillus terreus NIH2624	NRPS.other	NRPS-like.indole	Aspergillus terreus NIH2624 scaffold_1 genomic scaffold, whole genome shotgun sequence
GCF293	BGC0001594	Fischerella muscicola UTEX 1829	other.terpene	other.terpene-precursor	Fischerella muscicola UTEX 1829 fischerindole biosynthetic gene cluster, complete sequence
GCF1	BGC0000728	Klebsiella pneumoniae subsp. ozaenae	NA	unknown	Klebsiella pneumoniae subsp. ozaenae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: Kauffmann E5051
GCF106	BGC0000491	Lactobacillus gasseri	RiPP	RiPP-like	Lactobacillus gasseri gaaB, gaaC, gaaA, gaaD, gaaI, gaaT, gaaE genes, complete cds
GCF30	BGC0001569	Streptomyces noursei ATCC 11455	NRPS.other	NRPS.betalactone	Streptomyces noursei ATCC 11455, complete genome
GCF4	BGC0002466	Streptomyces peucetius subsp. caesius ATCC 27952	NRPS.other	NI-siderophore.NRP-metallophore.NRPS	Streptomyces peucetius subsp. caesius ATCC 27952 chromosome, complete genome
GCF104	BGC0000600	Bacillus thuringiensis	RiPP	sactipeptide	Bacillus thuringiensis strain SF361 bacteriocin, thurincin H gene cluster, complete sequence
GCF5	BGC0001016	Anabaena sp. 90	NRPS.PKS	NRPS.T1PKS	Anabaena sp. 90 hypothetical protein genes, complete cds; microcystin biosynthesis gene cluster, complete sequence; and putative transposase (atn1) gene, complete cds
GCF185	BGC0002616	Penicillium roqueforti	PKS	T1PKS	Penicillium roqueforti strain PTX.PR.27 mycophenolic acid biosynthesis gene cluster, partial sequence
GCF279	BGC0001560	Moorena producens JHB	NRPS.PKS	NRPS.T1PKS	Moorena producens JHB cryptomaldamide biosynthetic gene cluster, complete sequence
GCF23	BGC0003048	Tistrella mobilis KA081020-065	NRPS	NRP-metallophore.NRPS	Tistrella mobilis KA081020-065 plasmid pTM2, complete sequence
GCF207	BGC0000902	Saccharopolyspora erythraea NRRL 2338	PKS	T3PKS	Saccharopolyspora erythraea NRRL2338 complete genome
GCF131	BGC0002334	Pseudoalteromonas rubra	other	hserlactone	Pseudoalteromonas rubra strain DSM 6842 contig035, whole genome shotgun sequence
GCF39	BGC0002332	Candidatus Entotheonella sp.	PKS	T3PKS	UNVERIFIED: Candidatus Entotheonella sp. isolate TSWB2 cep gene cluster, partial sequence
GCF64	BGC0001419	Hyalangium minutum	NRPS.PKS	NRPS.T1PKS	Hyalangium minutum strain Hym-3 myxochromide D subtype 1 biosynthetic gene cluster, complete sequence
GCF185	BGC0002930	Penicillium arizonense	PKS.terpene	T1PKS.terpene	Penicillium arizonense strain CBS 141311 PENARI_contig010, whole genome shotgun sequence
GCF50	BGC0002592	Aspergillus terreus NIH2624	PKS	T1PKS	Aspergillus terreus NIH2624 scaffold_12 genomic scaffold, whole genome shotgun sequence
GCF63	X00003_1.region013	Paenibacillus sp Unclassified.	NRPS	NRPS	Paenibacillus sp strain X00003
GCF33	BGC0000067	Streptomyces hygroscopicus subsp. duamyceticus	NRPS.PKS	NRPS-like.T1PKS	Streptomyces hygroscopicus subsp. duamyceticus strain JCM4427 geldanamycin biosynthesis gene cluster, partial sequence
GCF12	BGC0002468	Vibrio anguillarum 775	NRPS	NRP-metallophore.NRPS	Vibrio anguillarum 775 plasmid pJM1, complete sequence
GCF99	BGC0001623	Streptomyces sp. MSC090213JE08	NRPS.PKS	HR-T2PKS.NRPS	Streptomyces sp. MSC090213JE08 DNA, ishigamide biosynthetic gene cluster
GCF228	BGC0000885	Streptomyces murayamaensis	other	melanin	Streptomyces murayamaensis 4-Hydroxy-3-nitrosobenzamide biosynthesis gene cluster (orf1, nspT, nspA, nspS, orf2, nspR, nspJ, nspI, nspH, nspE, nspF, nspN, orf3, orf4), complete cds
GCF9	BGC0001800	Candidatus Entotheonella serta	NRPS.PKS.RiPP	NRPS.RiPP-like.T1PKS	Candidatus Entotheonella serta isolate TSWB1 polyketide synthase (tnaA), polyketide synthase (tnaB), polyketide synthase / nonribosomal peptide synthase hybrid (tnaC), putative dioxygenase (tnaD), putative nonribosomal peptide synthase (tnaE), nonribosomal peptide synthase (tnaF), putative monooxygenase (tnaG), nonribosomal peptide synthase-like protein (tnaE), glycosyltransferase (tnaI), DUF2063-containing hypothetical protein, hypothetical protein, putative dehydrogenase, and transport protein genes, complete cds; and transport protein gene, partial cds
GCF155	BGC0003114	Streptomyces sp.	PKS	T1PKS.T2PKS	Streptomyces sp. strain W2061 kidamycin biosynthetic gene cluster, complete sequence
GCF239	BGC0000539	Staphylococcus warneri	RiPP	lanthipeptide-class-ii	Staphylococcus warneri genes for putative response regulator, NukA, NukM, NukT, NukF, NukE, NukG, NukH, putative plasmid replication-associated protein, putative plasmid replication-associated protein, replication protein, partial and complete cds
GCF216	BGC0000884	Pseudomonas syringae pv. syringae	NA	unknown	Pseudomonas syringae pv. syringae strain 22d/93 amino acid exporter protein (mrsC), aminotransferase subfamily I gamma (mrsB), and methyltransferase type 12 (mrsA) genes, complete cds
GCF339	X00006_1.region005	Paenibacillus sp Unclassified.	RiPP	proteusin	Paenibacillus sp strain X00006
GCF254	BGC0000150	Salinispora tropica CNB-440	NRPS.PKS	NRPS-like.T1PKS	Salinispora tropica CNB-440, complete genome
GCF227	BGC0000371	Rhodococcus erythropolis PR4	NRPS	NRP-metallophore.NRPS	Rhodococcus erythropolis PR4 DNA, complete genome
GCF140	BGC0000976	Moorena producens 3L	NRPS.PKS	NRPS.PKS-like.T1PKS.T3PKS	Moorea producens 3L curacin biosynthetic gene cluster, complete sequence
GCF139	BGC0000077	Hypomyces subiculosus	PKS	T1PKS	Hypomyces subiculosus strain DSM11932 hypothemycin gene cluster, complete sequence; and oxidoreductase gene, complete cds
GCF233	X00004_1.region012	Paenibacillus sp Unclassified.	NRPS.PKS	NRPS.NRPS-like.transAT-PKS	Paenibacillus sp strain X00004
GCF116	BGC0000016	Streptomyces nodosus	NA	unknown	Streptomyces nodosus amphotericin biosynthetic gene cluster, partial sequence
GCF6	BGC0002377	Streptomyces sp. SNM55	NRPS.PKS	HR-T2PKS.NRPS.NRPS-like.arylpolyene	Streptomyces sp. SNM55 WS9326 biosynthetic gene cluster, complete sequence
GCF10	BGC0001918	Streptomyces sp.	NRPS.PKS	NRPS.T1PKS	Streptomyces sp. ML55 DNA, JBIR-06 biosynthesis gene cluster
GCF256	X00008_2.region008	Paenibacillus sp Unclassified.	terpene	terpene-precursor	Paenibacillus sp strain X00008
GCF330	X00001_1.region005	Paenibacillus sp Unclassified.	RiPP	lassopeptide	Paenibacillus sp strain X00001
GCF164	BGC0000060	Streptomyces pulveraceus	PKS	T1PKS	Streptomyces pulveraceus strain ATCC 31906 fostriecin biosynthetic gene cluster, complete sequence
GCF112	BGC0001905	Streptomyces somaliensis	PKS	T3PKS	Streptomyces somaliensis strain SCSIO ZH66 hypothetical protein, polyketide synthase (vlpA), transcriptional regulator (vlpB), hypothetical protein (orf1), and hypothetical protein (orf2) genes, complete cds
GCF60	BGC0002311	Cutibacterium acnes KPA171202	RiPP	azole-containing-RiPP	Cutibacterium acnes KPA171202 chromosome, complete genome
GCF120	BGC0000518	Streptomyces viridochromogenes DSM 40736	RiPP	lanthipeptide-class-iii	Streptomyces viridochromogenes DSM 40736 genomic scaffold supercont1.1, whole genome shotgun sequence
GCF314	BGC0001802	Streptomyces malaysiense	RiPP	lanthipeptide-class-v.thioamitides	Streptomyces malaysiense thioholgamide biosynthetic gene cluster, complete sequence
GCF27	BGC0002095	Streptomyces roseus	NRPS	NRPS	Streptomyces roseus strain ATCC 31245 contig_136, whole genome shotgun sequence
GCF108	BGC0001328	Micromonospora sp. M42	NRPS.PKS	NRPS.T1PKS	Micromonospora sp. M42 genomic scaffold supercont1.1, whole genome shotgun sequence
GCF130	BGC0002903	Streptacidiphilus melanogenes	RiPP	lassopeptide	Streptacidiphilus melanogenes strain NBRC 103184, whole genome shotgun sequence
GCF159	BGC0000992	Fusarium heterosporum	NRPS.PKS.other	NRPS.T1PKS.indole	Fusarium heterosporum strain ATCC 74349 fusaridione A gene cluster, complete sequence
GCF131	BGC0002981	Streptomyces sp.	RiPP	lassopeptide	Streptomyces sp. M-271 DNA, MS-271 biosynthetic gene cluster
GCF198	BGC0000476	uncultured Prochloron sp.	RiPP	cyanobactin	Uncultured Prochloron sp. clone E5 patellamide precursor protein (patE) gene, complete cds
GCF109	BGC0000755	Avibacterium paragallinarum 221	NA	unknown	Avibacterium paragallinarum strain 221 capsule biosynthesis region 2 gene cluster, complete sequence
GCF230	BGC0000404	Penicillium chrysogenum	NRPS	NRPS	Penicillium chrysogenum strain AS-P-78 hypothetical protein genes, complete cds; penicillin gene cluster, complete sequence; and hypothetical protein genes, complete cds
GCF36	BGC0000343	Pseudomonas sp. J465	NRPS	NRPS	Pseudomonas sp. J465 CysB gene, partial cds; UspA domain-containing protein, 5' nucleotidase, 2-dehydropantoate 2-reducatse, hypothetical protein, PilZ, phospho-2-dehydro-3-deoxyheptonate aldolase, and MFS-family transporter genes, complete cds; ddd gene cluster, complete sequence; NHL repeat-containing protein, benzoate transporter, lysine exporter protein, MarR, GntR, glutathione S-transferase, UvrD/REP helicase, isochorismate synthase, enterobactin synthase subunit E, and isochorismatase genes, complete cds; and enterobactin synthetase component F gene, partial cds
GCF140	BGC0001165	Lyngbya majuscula	NRPS.PKS	NRPS.PKS-like.T1PKS.T3PKS	Lyngbya majuscula strain 19L curacin biosynthesis gene cluster, complete sequence
GCF315	BGC0001972	Streptomyces hiroshimensis	NA	unknown	Streptomyces hiroshimensis strain ATCC 53615 Shi gene cluster, complete sequence
GCF32	BGC0002046	Gynuella sunshinyii YC6258	NRPS	NRPS	Gynuella sunshinyii YC6258, complete genome
GCF243	BGC0000342	Fusarium scirpi	NRPS	NRPS	Fusarium scirpi esyn1 gene for enniatin synthetase
GCF51	BGC0002607	Aspergillus westerdijkiae	NRPS.PKS	NRPS.T1PKS	Aspergillus westerdijkiae culture CECT:2948 ochratoxin A biosynthetic gene cluster, complete sequence
GCF29	BGC0000446	Klebsiella oxytoca	NRPS	NRPS	Klebsiella oxytoca tilivalline biosynthetic gene cluster, strain AHC-6
GCF130	BGC0002053	Streptomyces sp.	RiPP	lassopeptide	Streptomyces sp. strain ID38640 ulleungdin biosynthetic gene cluster, complete sequence
GCF303	BGC0000720	Streptoalloteichus tenebrarius	other	2dos	Streptomyces tenebrarius tobramycin biosynthetic gene cluster, strain ATCC 17920
GCF81	BGC0002670	Fusarium oxysporum f. sp. lycopersici 4287	other	phosphonate	Fusarium oxysporum f. sp. lycopersici 4287 chromosome 8, whole genome shotgun sequence
GCF4	BGC0002588	uncultured bacterium	NRPS	NRPS	Uncultured bacterium enduracididine-containing biosynthetic gene cluster
GCF257	BGC0001163	Moorena producens 3L	NRPS.PKS	NRPS-like.T1PKS	Lyngbya majuscula 3L genomic scaffold scf45985, whole genome shotgun sequence
GCF86	BGC0001061	Streptomyces diastatochromogenes	PKS	T1PKS.T2PKS	Streptomyces diastatochromogenes strain Tu6028 polyketomycin gene cluster, partial sequence
GCF126	BGC0000714	Micromonospora inyonensis	other	2dos	Micromonospora inyonensis strain TS388 sisomicin biosynthesis gene cluster, partial sequence
GCF25	BGC0000393	Myxococcus xanthus DK 1622	NRPS.PKS	NRPS.T1PKS	Myxococcus xanthus DK 1622, complete genome
GCF118	BGC0001682	Pseudomonas aeruginosa LESB58	NA	unknown	Pseudomonas aeruginosa LESB58 complete genome sequence
GCF98	BGC0001878	Streptomyces sp. NRRL B-1347	NRPS	NRPS	TPA_exp: Streptomyces sp. NRRL B-1347 detoxin N2,N3 biosynthetic gene cluster, complete sequence
GCF158	BGC0000348	Epichloe festucae var. lolii	NRPS	NRPS	Neotyphodium lolii strain Lp19 EAS ergot alkaloid biosynthetic gene cluster, partial sequence
GCF33	BGC0000353	Streptomyces sp. MA6548	NRPS.PKS	NRPS.NRPS-like.T1PKS	Streptomyces sp. MA6548 FK506 peptide synthetase (fkbP), FK506 oxidase (fkbO), and FK506 polyketide synthase (fkbB) genes, complete cds
GCF265	BGC0000941	Streptomyces griseus subsp. griseus NBRC 13350	other	NI-siderophore	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF223	BGC0000063	Fusarium oxysporum	PKS	T1PKS	Fusarium oxysporum strain FRC O-1890 fumonisin biosynthetic gene cluster, complete sequence
GCF98	BGC0002685	Rothia mucilaginosa ATCC 25296	NRPS	NRPS	Rothia mucilaginosa ATCC 25296 contig00011, whole genome shotgun sequence
GCF315	BGC0000927	Streptomyces davaonensis JCM 4913	NA	unknown	Streptomyces davawensis strain JCM 4913 complete genome
GCF183	BGC0001084	Aspergillus sp. MF297-2	NRPS.other	NRPS.indole	Aspergillus sp. MF297-2 notoamide biosynthetic gene locus, partial sequence
GCF331	BGC0001732	Streptomyces sp. YN86	PKS	PKS-like	Streptomyces sp. YN86 paulomycin biosynthetic gene cluster, complete sequence
GCF12	BGC0001147	Streptomyces netropsis	NRPS	NRPS	Streptomyces netropsis distamycin, disgocidine and congocidine biosynthetic gene cluster 1, complete sequence
GCF33	BGC0000994	Streptomyces hygroscopicus subsp. ascomyceticus	NRPS.PKS	NRPS.NRPS-like.T1PKS	Streptomyces hygroscopicus var. ascomyceticus FK520 biosynthetic gene cluster, partial sequence
GCF297	BGC0000638	Pantoea ananatis	terpene	terpene	Pantoea ananatis carotenoid biosynthesis gene cluster (crtE, crtX, crtY, crtI, crtB, crtZ), complete cds
GCF297	BGC0000634	Brevundimonas sp. NBRC 101024	terpene	terpene	Brevundimonas sp. NBRC 101024 carotenoid biosynthesis gene cluster (orf1, crtW, crtY, crtI, crtB, orf6, orf7, crtE, idi, crtZ, crtG, orf12), complete cds
GCF109	BGC0000739	Pasteurella multocida	NA	unknown	Pasteurella multocida P4218 region 2 capsule biosynthesis gene cluster, partial sequence
GCF12	BGC0000352	Acinetobacter baylyi ADP1	NRPS	NRP-metallophore.NRPS	Acinetobacter sp. ADP1 complete genome
GCF300	BGC0001499	Pantoea ananatis	other	NI-siderophore	Pantoea ananatis strain 15320 aerobactin biosynthetic gene cluster, complete sequence
GCF27	BGC0002679	Chromobacterium violaceum ATCC 12472	NRPS	NRPS-like	Chromobacterium violaceum ATCC 12472, complete genome
GCF86	BGC0001213	Streptomyces sp. Tu 6176	PKS	T1PKS.benzoxazole.hglE-KS	Streptomyces sp. Tu 6176 genomic scaffold scaffold00001, whole genome shotgun sequence
GCF281	BGC0000740	Streptococcus agalactiae	NA	unknown	Streptococcus agalactiae strain 090 capsular polysaccharide biosynthesis gene cluster, partial sequence
GCF201	BGC0002691	Vibrio neptunius	NRPS	NRPS	Vibrio neptunius strain S2394 contig0001, whole genome shotgun sequence
GCF19	BGC0001644	Gynuella sunshinyii YC6258	PKS	transAT-PKS	Gynuella sunshinyii YC6258, complete genome
GCF114	BGC0002678	Burkholderia cepacia ATCC 25416	NRPS	NRP-metallophore.NRPS	Burkholderia cepacia ATCC 25416 chromosome 2, complete sequence
GCF34	BGC0000326	Streptomyces lavendulae	NRPS	NRPS	Streptomyces lavendulae complestatin biosynthetic gene cluster, complete sequence
GCF298	BGC0000853	Streptomyces anulatus	other	ectoine	Streptomyces chrysomallus ectoine biosynthesis gene cluster, complete sequence
GCF175	BGC0001700	Streptomyces sp. IMB7-145	PKS	T1PKS	Streptomyces sp. IMB7-145 niphimycin biosynthetic gene cluster, complete sequence
GCF183	BGC0001020	Streptomyces sp. NRRL 30471	NRPS.RiPP.other	NRPS.NRPS-like.azole-containing-RiPP.nucleoside	Streptomyces sp. NRRL 30471 muraymycin biosynthetic gene cluster, complete sequence; and flanking sequence
GCF26	BGC0000594	Planktothrix agardhii NIVA-CYA 126/8	RiPP	microviridin	Planktothrix agardhii NIVA-CYA 126/8 putative methyltransferase gene, complete cds; microviridin biosynthetic gene cluster, complete sequence; and short chain dehydrogenase gene, complete cds
GCF125	BGC0001808	Streptomyces diastatochromogenes	other	deazapurine	Streptomyces diastatochromogenes toyocamycin biosynthesis gene cluster, complete sequence
GCF141	BGC0001631	Microcystis aeruginosa NIES-87	NRPS.PKS	NRPS.T1PKS	Microcystis aeruginosa NIES-87 DNA, Kasumigamide biosynthetic gene cluster, partial and complete cds, strain: NIES-87
GCF41	BGC0001315	.	NA	unknown	Cucurbitacin biosynthetic gene cluster
GCF57	BGC0002943	Marinomonas fungiae	NA	unknown	Marinomonas fungiae genome assembly JGI assembly, contig Ga0061065_108, whole genome shotgun sequence
GCF121	BGC0002529	Azotobacter vinelandii CA	NRPS	NRPS	Azotobacter vinelandii CA, complete genome
GCF308	BGC0000826	Streptomyces clavuligerus	other	indole	Streptomyces clavuligerus ATCC 27064 plasmid pSCL4, whole genome shotgun sequence
GCF221	BGC0001543	Hahella chejuensis	NRPS.PKS	NRPS-like.transAT-PKS	Hahella chejuensis chejuenolide biosynthetic gene cluster, strain MB-1084
GCF87	BGC0002545	Micromonospora sp.	PKS	T1PKS	Micromonospora sp. strain MD118 sungeidine biosynthetic gene cluster, complete sequence
GCF145	BGC0002268	Penicillium sp.	NRPS.PKS	NRPS.T1PKS	Penicillium sp. strain PKI-1938 phenylfuropyridone biosynthetic gene cluster, complete sequence
GCF324	X00002_1.region013	Paenibacillus sp Unclassified.	NRPS.PKS	NRPS.T1PKS.transAT-PKS	Paenibacillus sp strain X00002
